name,price,spec_score,user_rating,cpu1,cpu2,ram,hdd,ssd,gpu,display,os,warranty
HP 15-fd0186TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37990,53,4.1,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Omen 16-xf0100AX Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),139990,77,4.4,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion 15-eh3036AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),41999,60,4.05,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15s-fq5329TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),44999,54,4.6,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion Plus 14-ew0116TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),72490,57,4,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP 15s-fq5330TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48900,56,4,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),135999,83,4.35,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1440 x 2560 pixels",Windows 11 OS,1 Year Warranty
HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),136990,79,4.2,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34499,53,4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),79990,73,4.35,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),76990,72,4,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70032,63,4.55,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),84990,64,4.2,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990,50,4.05,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Envy x360 15-ew0021TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),74999,68,4.4,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris X Graphics,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),51999,68,4.05,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Chromebook 14a-ca0504TU Laptop (Celeron N4020/ 4GB/ 64GB eMMC/ Chrome OS),16990,38,4.5,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,64 GB Hard Disk,NULL,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90990,50,4.7,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Integrated UHD Graphics 620,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
HP 240 G10 ‎‎BE5S0PT Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),64990,46,4.35,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,NULL,1 TB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
HP Victus 15-fb0184AXGaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51199,64,4.2,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB AMD Radeon RX 6500M Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 240R G9 ‎‎B10MSAT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Dos),42190,50,4,12th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB  RAM,NULL,512 GB SSD,Intel Integrated Graphics,"14 inches, 1366 x 720 pixels",Windows 11 OS,1 Year Warranty
HP Envy x360 14-fc0124TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),102499,56,4.45,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel Graphics,"14 inches, Touch Screen",Windows 11 OS,1 Year Warranty
HP 15-fd0575TU Laptop (13th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),61990,51,4.5,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",12 GB  RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fd0573TU Laptop (13th Gen Core i3/ 12GB/ 512GB SSD/ Win11 Home),41490,54,4.7,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",12 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fd1253TU Laptop (Intel Core 3 100U/ 8GB/ 512GB SSD/ Win11 Home),38990,47,4.25,Intel Core 3 100U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP EliteBook 645 G9 Laptop (AMD Ryzen 5 5675U/ 8GB RAM/ 512GB SSD/ Win 11),53990,59,4.1,5th Gen AMD Ryzen 5 5675U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Vega 7 Integrated Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Omen 16-wf0262TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),137990,74,4.35,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 14-gr0002TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59990,54,4.2,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fb3011AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),69990,68,4.35,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fa2701TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX 4050),85360,65,4.3,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 240 G10 ‎‎B10LWPT Business Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Dos),58200,50,4.55,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4X RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
HP OmniBook 7 Aero 13-bg1678AU Next Gen AI  Laptop (AMD Ryzen 5/ 16GB/ 512GB SSD/ Win11),87499,56,4.05,AMD Ryzen AI 5 340,"Hexa Core, 12 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,AMD Radeon 840M Graphics,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP OmniBook X Flip 14-fm0029TU Next Gen AI Laptop (Intel Core Ultra 7/ 32GB RAM/ 1TB SSD/ WIn 11),138990,74,4.2,Intel Core Ultra 7 Series 2 258V,"Octa Core (4P + 4E), 8 Threads",32 GB LPDDR5x RAM,NULL,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP OmniBook X Flip 14-fm0026TU Next Gen AI PC Laptop (Intel Core Ultra 7/ 16GB RAM/ 512GB SSD/ WIn 11),120990,70,4.4,Intel Core Ultra 7 Series 2 256V,"Octa Core (4P + 4LP-E), 8 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP OmniBook 5 Next Gen AI 16-ag1037au Laptop (AMD Ryzen AI 5 340/ 16GB/ 512GB SSD/ Win11),75990,53,4.55,AMD Ryzen AI 5 340,"Hexa Core, 12 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,AMD Radeon 860M Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP OmniBook 5 Next Gen AI 16-ag1048AU Laptop (AMD Ryzen AI 7 350/ 16GB/ 512GB SSD/ Win11),86990,54,4.35,AMD Ryzen AI 7 350,"Octa Core, 16 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,AMD Radeon 860M Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP 250 G10 ‎B10M3AT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Dos),45290,50,4.25,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
HP 255 G10 ‎B21E0PT#ACJ Laptop (AMD Athlon Silver 7120U/ 8GB/ 256GB SSD/ DOS),24975,26,4.05,AMD Athlon 7120U,NULL,8 GB  RAM,NULL,256 GB SSD,AMD Integrated,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
HP 14-em0214AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),44999,54,4.1,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB  RAM,NULL,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Envy x360 14-fa0108AU Laptop (AMD Ryzen 7 8840HS/ 32GB/ 1TB SSD/ Win11),119999,77,4.35,8th Gen AMD Ryzen 7 8840HS,"Octa Core, 16 Threads",32 GB LPDDR5 RAM,NULL,1 TB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Victus 15-fb2703tx Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),63999,63,4.05,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-FA1415TX  Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050A),72490,63,4.3,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-FA1414TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX 3050A),81999,65,4.65,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 255 G9 9H237PT Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),23990,46,4.35,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
HP Pavilion x360 14-ek1152TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89490,66,4.05,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Pavilion Plus 14-ew0108TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),85000,59,4.05,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5x RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion x360 14-ek1148TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),75990,60,4.35,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP 15-fd0466tu Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),56999,52,4.05,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fa2700TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),70990,62,4.6,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ‎15-fd0468TULaptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),68490,59,4.3,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ZBook Firefly 16 G11 A1VX4PT Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 4GB Graphics),139999,77,4,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,4 GB NVIDIA RTX A500,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP EliteBook 840 G10 Business Laptop (13th Gen Core i5/ 32GB/ 1TB SSD/ Win11 Pro),91990,56,4.45,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1200 pixels",Windows 11 OS,NULL
HP Victus 15-fa1372TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ RTX 2050),55990,62,4.2,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 240R G9 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),33999,48,4.45,12th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB  RAM,NULL,512 GB SSD,Intel Integrated Graphics,"14 inches, 1366 x 720 pixels",Windows 11 OS,1 Year Warranty
HP 245 G10 Laptop (AMD Ryzen 5 7530U/ 8 GB RAM/ 512 GB SSD/ Win11),32650,50,4.3,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows OS,1 Year Warranty
HP 240R G9 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33290,48,4.1,12th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB  RAM,NULL,512 GB SSD,Intel Integrated Graphics,"14 inches, 1366 x 720 pixels",Windows 11 OS,1 Year Warranty
HP 250R G9 B10MTAT Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Dos),30990,52,4.2,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
HP ZBook Firefly 14 G11 A1VL1PT Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/Win11),141999,75,4.55,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,4 GB NVIDIA RTX A500 Laptop GP,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP Omen 16-wf1171TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),117990,78,4.3,14th Gen Intel Core i7 14650HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP OmniBook X 14-fe1011QU AI Laptop (Snapdragon X Plus X1P-42-100/ 16GB/ 512GB SSD/ Win11),101990,50,4.15,Qualcomm Snapdragon X Plus X1P-42-100,Octa Core,16 GB LPDDR5X RAM,NULL,512 GB SSD,Qualcomm Adreno GPU,"14 inches, 2240 x 1400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Victus 15-fa1346TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),63990,57,4.7,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ZBook Firefly 14 G11 A92U2PT Laptop (Intel Core Ultra 7/16 GB/512GB SSD/Win11),107499,70,4.3,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion 15-eh1137AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),47490,43,4.5,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB  RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fc1004AU Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home),47900,61,4.5,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Pavilion 16-af0056TU Laptop (Intel Core Ultra 5 125U/ 16GB/ 1TB SSD/ Win11),71990,54,4.2,Intel Core Ultra 5 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,Intel Integrated Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP 15-fd0315TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62500,56,4.45,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ZBook Power G11 A8WM4PT Laptop (Intel Core Ultra 9/ 32GB/1TB SSD/Win11/8GB Graphics),259990,83,4.2,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA RTX 2000 Ada,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-FA1400TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050A),70900,61,4.7,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fa1274TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),85900,68,4.7,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-FA1411TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),70999,66,4.6,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 255 G9 8M397PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),31899,52,4.5,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB  RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
HP 14-gr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),60499,54,4.6,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus Special Edition 15-fa1389TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX 3050A),79990,65,4.5,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Victus 15-fa1388TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),70990,62,4.45,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 14-gr1023TU Laptop (Intel Core Ultra i7 155H/ 16GB/ 512GB SSD/ Win11 Home),83990,64,4.75,Intel Core Ultra 7 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,Intel Integrated Intel Arc,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP Chromebook 14a-nf0017tu Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),44640,41,4.45,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB LPDDR5 RAM,256 GB Hard Disk,NULL,Intel Integrated UHD,"14 inches, 1080 x 1920 pixels, Touch Screen",Chrome OS,1 Year Warranty
